pob,año,id_ent,id_mun,mun
65163.60221,2021,4,9,Escárcega
622.23185169,2023,20,62,Natividad
22378.5293387,2020,21,217,Zoquitlán
8829.9774315,2011,14,69,Quitupan
51868.232396,2017,24,50,Villa de Reyes
1208.50781917,2017,20,289,San Nicolás
323.41093128,2019,20,287,San Miguel Tulancingo
12307.4077604,2022,12,69,Xalpatláhuac
24071.8956265,2021,12,62,Tlacoachistlahuaca
394.62008428,2016,20,129,San Cristóbal Suchixtlahuaca
264179.53134,2015,27,2,Cárdenas
21651.875451,2027,14,36,Etzatlán
11058.8066532,2011,19,13,China
62252.334353,2022,11,44,Villagrán
65356.004581,2014,22,1,Amealco de Bonfil
3973.1595485,2019,14,89,Techaluta de Montenegro
190264.648854,2024,26,42,Navojoa
1473.68632222,2010,20,56,Mártires de Tacubaya
52973.924751,2030,11,21,Moroleón
14715.3027684,2018,16,46,Juárez
2668.4628023,2013,28,20,Mainero
294640.33474,2026,13,48,Pachuca de Soto
91908.5006,2028,21,208,Zacatlán
36492.963026,2019,16,45,Jiquilpan
7173.1401729,2010,20,229,San Lorenzo Texmelúcan
18497.535468,2014,30,196,Yanga
6633.681586,2013,20,446,Santa María Yucuhiti
35445.934864,2024,20,73,Putla Villa de Guerrero
77769.167131,2015,31,96,Tizimín
673.49298607,2014,20,463,Santiago Huauclilla
20068.4046962,2022,20,467,Santiago Jamiltepec
4719.0736676,2016,31,17,Chankom
43446.410117,2026,29,18,Contla de Juan Cuamatzi
23990.0576651,2012,20,107,San Antonio de la Cal
35241.820098,2027,18,6,Ixtlán del Río
77105.343777,2011,21,164,Tepeaca
64508.89863,2030,30,47,Coscomatepec
19266.4749735,2024,31,76,Tecoh
13192.2980531,2030,12,16,Coahuayutla de José María Izazaga
43143.09724,2012,13,83,Zempoala
1866.8213967,2020,21,196,Xayacatlán de Bravo
7720.1488516,2019,7,117,Montecristo de Guerrero
581.63812266,2021,20,419,Santa María Jaltianguis
6918.0876435,2018,21,181,Tlaltenango
751.87602661,2020,20,204,San Juan Lajarcia
2567.6879844,2022,20,75,Reforma de Pineda
29189.7233837,2023,15,30,Chiconcuac
1007.01833195,2014,20,155,San Ildefonso Sola
1418.92372593,2019,20,365,Santa Catarina Lachatao
7923.5989368,2010,16,57,Nocupétaro
4979.4796534,2021,21,113,Piaxtla
7820.5668837,2012,17,21,Tetecala
92888.898842,2028,7,17,Cintalapa
1670.9309881,2020,8,42,Manuel Benavides
9014.2018597,2019,21,128,San José Chiapa
18218.2331401,2015,30,99,Maltrata
8826.8286534,2016,12,8,Atenango del Río
51555.72801,2018,30,32,Catemaco
12994.773377,2015,12,15,Buenavista de Cuéllar
40073.230367,2029,8,62,Saucillo
54606.485032,2011,4,1,Calkiní
4261.4483739,2017,31,70,Sucilá
17644.9135712,2010,20,205,San Juan Lalana
13257.3919635,2012,32,53,Villa González Ortega
3609.8635152,2030,29,55,San Lucas Tecopilco
1999.53354719,2021,20,162,San Jerónimo Taviche
598.68941285,2022,20,186,San Juan Cieneguilla
89147.377212,2013,7,97,Tonalá
341992.174,2030,15,70,La Paz
9837.9008348,2020,21,112,Petlalcingo
52923.026096,2030,14,22,Cihuatlán
19446.1440623,2012,30,43,Comapa
44821.9145607,2011,14,44,Ixtlahuacán de los Membrillos
1030.08125489,2024,20,168,San José Estancia Grande
8193.3505839,2025,31,44,Kinchil
8123.8685332,2013,20,500,Santiago Yosondúa
12386.9834171,2010,32,25,Luis Moya
77813.806622,2025,14,124,Zapotlanejo
1750.32590534,2013,20,314,San Pedro Juchatengo
13803.3345727,2028,13,17,Chapantongo
10183.7098849,2011,31,80,Tekit
35735.642972,2012,18,10,Rosamorada
22109.311443,2027,20,28,Heroica Ciudad de Ejutla de Crespo
1178.73083372,2028,20,382,Santa Cruz Tacahua
8744.0749018,2015,21,176,Tilapa
4271.1169004,2020,28,24,Mier
51579.803852,2020,30,83,Ixhuatlán de Madero
57399.993183,2024,15,9,Amecameca
1212.16537845,2029,20,109,San Antonio Nanahuatípam
5830.8414992,2016,15,98,Texcalyacac
274264.742362,2019,20,67,Oaxaca de Juárez
9932.0232054,2014,32,50,Vetagrande
11046.6969728,2012,15,12,Atizapán
49270.866771,2024,30,207,Tres Valles
22180.520936,2015,24,8,Cerritos
1669.65621521,2030,20,247,Capulálpam de Méndez
1351.9189291,2018,26,61,Soyopa
32880.383305,2029,13,12,Atotonilco el Grande
12277.5968801,2027,12,49,Pilcaya
91996.080771,2018,15,90,Tenango del Valle
87949.570106,2026,21,197,Xicotepec
12682.1327205,2020,30,154,Tantima
4289.0108834,2010,21,206,Zacapala
22827.9546546,2016,30,51,Coyutla
8365.6055042,2024,20,500,Santiago Yosondúa
1403.72564239,2014,20,317,San Pedro Mártir Yucuxaco
4906.8118807,2014,20,470,Santiago Lachiguiri
17359.549718,2011,21,178,Tlacuilotepec
3529.2228065,2015,20,249,San Mateo Yoloxochitlán
116703.864643,2025,27,3,Centla
83902.372589,2010,7,61,Ocozocoautla de Espinosa
15282.3440088,2028,10,24,Rodeo
10712.1066672,2025,24,52,Villa Juárez
12450.0433091,2015,21,136,San Miguel Xoxtla
9362.8079997,2025,16,13,Carácuaro
6079.9144396,2025,30,153,Tancoco
88414.980739,2017,20,385,Santa Cruz Xoxocotlán
36800.044789,2021,14,46,Jalostotitlán
15203.6604358,2022,16,29,Churumuco
218573.88546,2025,30,44,Córdoba
5783.5809981,2025,21,92,Juan N. Méndez
5000.5619931,2017,20,202,San Juan Lachao
64316.335526,2010,15,85,Temascalcingo
5337.9600935,2014,11,34,Santa Catarina
2802.0516077,2014,21,80,Atlequizayan
1587.866605,2014,32,15,El Plateado de Joaquín Amaro
28673.013549,2014,16,93,Tlalpujahua
35065.3404963,2011,15,40,Ixtapan de la Sal
43781.71798,2018,30,86,Jalacingo
86561.154031,2024,14,83,Tala
12518.1260029,2021,7,67,Pantepec
21909.4375616,2023,16,58,Nuevo Parangaricutiro
183903.889359,2019,8,17,Cuauhtémoc
76071.917842,2028,14,18,La Barca
717.42133784,2018,20,355,Santa Ana Cuauhtémoc
13187.8484823,2013,29,42,Xicohtzinco
25452.921347,2011,30,158,Tecolutla
15919.0613855,2029,20,21,Cosolapa
97207.374579,2026,19,33,Linares
27330.0822871,2024,21,50,Chichiquila
3815.8811696,2020,31,49,Mayapán
25449.679003,2018,30,169,José Azueta
37340.2530193,2018,7,79,San Fernando
7763.56869,2026,12,65,Tlalixtaquilla de Maldonado
7062.5309939,2011,12,47,Pedro Ascencio Alquisiras
12277.0652464,2028,20,375,Santa Cruz Amilpas
2191.80915,2010,14,28,Cuautla
47000.550362,2017,7,74,Reforma
4932.9733991,2024,28,8,Casas
287277.68986,2022,11,27,Salamanca
12427.6538962,2016,16,95,Tocumbo
3795.0017448,2010,14,57,La Manzanilla de la Paz
4433.0892569,2028,20,347,San Sebastián Río Hondo
1510.92565615,2027,20,192,San Juan Chilateca
37696.8603727,2012,7,26,Chenalhó
43853.778018,2023,30,89,Jáltipan
58031.194995,2028,15,103,Tlalmanalco
17661.3780166,2012,14,114,Villa Corona
1656.6392081,2014,26,21,La Colorada
2644.9586621,2020,20,555,Trinidad Zaachila
21601.657524,2025,30,49,Cotaxtla
34484.1520436,2017,7,72,Pueblo Nuevo Solistahuacán
1150.23139273,2014,20,241,San Martín Lachilá
140721.983841,2011,32,56,Zacatecas
6778.2996777,2029,8,63,Temósachic
10057.5038796,2013,14,49,Jilotlán de los Dolores
13007.7004063,2011,30,29,Calcahualco
990.91451137,2011,20,432,Santa María Temaxcalapa
8903.4451495,2011,7,7,Amatenango del Valle
8829.3741226,2023,24,2,Alaquines
28519.9174357,2028,21,149,Santiago Miahuatlán
40994.230606,2027,10,14,Mezquital
3501.2639845,2019,20,231,San Lucas Camotlán
139923.407157,2023,28,33,Río Bravo
13348.1210721,2026,13,65,Tetepango
19428.313974,2018,21,111,Pantepec
7411.5696156,2013,21,46,Chapulco
1306.24623056,2022,21,21,Atzala
28250.506527,2010,32,34,Nochistlán de Mejía
6668.7700491,2027,28,42,Villagrán
11435.3399762,2017,30,150,Tamalín
12710.3485398,2015,13,35,Metepec
10328.0246967,2026,24,26,San Antonio
478.88672906,2021,20,99,San Andrés Tepetlapa
12682.3317745,2029,26,56,San Miguel de Horcasitas
1781.63913441,2030,20,465,Santiago Ixcuintepec
500.27115126,2029,20,464,Santiago Ihuitlán Plumas
8077.3532647,2010,31,21,Chichimilá
9461.0357457,2011,21,39,Cuautempan
6900.4495012,2020,21,98,Molcaxac
95154.180179,2030,11,1,Abasolo
29768.429037,2017,28,39,Tula
62254.513168,2020,31,59,Progreso
7360.9831376,2030,12,47,Pedro Ascencio Alquisiras
20679.8451573,2023,20,570,Zimatlán de Álvarez
6342.1427993,2021,30,187,Tonayán
2051.53649176,2012,20,448,Santa María Zaniza
5423.1489919,2011,10,19,Otáez
11906.4459023,2027,10,21,Peñón Blanco
1246.84237394,2030,21,56,Chila de la Sal
51580.41064,2012,31,101,Umán
39893.3890473,2014,7,80,Siltepec
11489.4506231,2023,30,110,Mixtla de Altamirano
504541.795739,2013,15,39,Ixtapaluca
14931.6418986,2020,30,63,Chontla
38853.528422,2029,21,3,Acatlán
6284.9577963,2010,20,272,San Miguel Panixtlahuaca
5294.4130878,2014,20,550,San Jerónimo Tlacochahuaya
7399.0293772,2015,12,65,Tlalixtaquilla de Maldonado
51166.613122,2019,18,12,San Blas
3031.5900213,2026,21,96,Mazapiltepec de Juárez
1129.87398631,2028,20,195,San Juan Diuxi
644490.74451,2014,14,98,Tlaquepaque
6910.322522,2020,21,193,Tzicatlacoyan
965.25051468,2019,21,131,San Juan Atzompa
39279.254172,2028,26,36,Magdalena
18863.7261989,2030,30,212,Santiago Sochiapan
5841.3552287,2013,14,115,Villa Guerrero
372716.60452,2021,9,16,Miguel Hidalgo
2352.6096379,2024,8,57,San Francisco de Borja
11333.4736664,2029,17,32,Zacualpan
8093.6159625,2028,31,75,Teabo
2030.848705,2027,28,10,Cruillas
173854.574959,2030,11,14,Dolores Hidalgo Cuna de la Independencia Nacional
4556.1656245,2020,20,51,Magdalena Teitipac
160479.493372,2020,10,12,Lerdo
393867.22322,2025,7,89,Tapachula
9848.1044389,2022,7,18,Coapilla
1003.28450501,2026,20,230,San Lorenzo Victoria
66671.941405,2030,28,35,San Fernando
13109.0845466,2026,32,32,Morelos
1684.0479006,2025,20,149,San Francisco Sola
22451.4277217,2028,21,212,Zautla
3105.1213385,2010,26,6,Arizpe
50480.074299,2024,7,41,La Independencia
5795.9973778,2026,26,51,Rosario
3710.9954514,2023,20,137,San Francisco Cahuacuá
751472.48728,2012,16,53,Morelia
640.6583049,2016,20,114,San Baltazar Yatzachi el Bajo
24221.5526973,2026,29,19,Tepetitla de Lardizábal
39131.615333,2022,7,37,Huehuetán
100379.525737,2018,21,174,Teziutlán
3479.5012463,2016,20,472,Santiago Laollaga
26069.835038,2017,30,158,Tecolutla
1653.3724209,2020,26,21,La Colorada
183118.200555,2027,5,25,Piedras Negras
38666.1580787,2016,20,565,Villa de Zaachila
18814.0476527,2028,20,526,Santos Reyes Nopala
6585.4467225,2014,21,193,Tzicatlacoyan
398.3952053,2024,20,147,San Francisco Nuxaño
4256.5804649,2030,20,306,San Pedro el Alto
15554.3282648,2022,16,70,Purépero
15100.5603168,2019,12,33,Huamuxtitlán
12258.025206,2016,32,32,Morelos
7330.7406818,2030,21,98,Molcaxac
21171.0252632,2028,7,1,Acacoyagua
32330.483918,2027,28,39,Tula
65737.049652,2029,21,4,Acatzingo
55689.353044,2012,8,29,Guadalupe y Calvo
9041.3028847,2013,16,101,Tzitzio
10473.1448958,2028,7,18,Coapilla
380280.15878,2015,9,16,Miguel Hidalgo
1246.4092837,2020,20,528,Santos Reyes Tepejillo
43822.209659,2021,31,89,Ticul
4956.8768434,2022,20,367,Santa Catarina Mechoacán
13296.8577633,2017,30,29,Calcahualco
7724.4968166,2023,31,55,Opichén
6204.3772593,2023,14,115,Villa Guerrero
585070.16775,2023,15,39,Ixtapaluca
27886.0108123,2020,7,8,Angel Albino Corzo
113925.052083,2019,5,33,San Pedro
15568.721793,2030,30,63,Chontla
2250.0352425,2011,10,29,San Luis del Cordero
36664.964308,2015,31,52,Motul
17730.2998462,2012,14,27,Cuautitlán de García Barragán
10723.9102182,2022,21,38,Cuapiaxtla de Madero
1356.4791897,2028,21,21,Atzala
3734.8744025,2013,31,74,Tahmek
8404.4209777,2013,24,2,Alaquines
52072.306874,2010,14,35,Encarnación de Díaz
20843.0544288,2019,20,406,Santa María Chilchotla
4732.7877426,2018,28,8,Casas
470482.05747,2028,15,122,Valle de Chalco Solidaridad
11062.4588244,2030,24,27,San Ciro de Acosta
15614.0942946,2023,20,21,Cosolapa
18050.6411493,2018,21,163,Tepatlaxco de Hidalgo
14891.9990084,2023,29,42,Xicohtzinco
1539.31055594,2012,26,10,Bacerac
86372.521024,2016,19,33,Linares
12723.7761836,2026,16,95,Tocumbo
21450.5217111,2022,21,212,Zautla
19226.0590574,2016,30,70,Hidalgotitlán
27370.1201512,2014,5,6,Castaños
105152.524058,2023,14,63,Ocotlán
48642.592742,2023,20,334,Villa de Tututepec de Melchor Ocampo
511558.79511,2025,9,15,Cuauhtémoc
38509.279825,2026,10,4,Cuencamé
867.69608055,2022,20,282,San Miguel Tenango
16870.4106693,2021,24,34,San Vicente Tancuayalab
62530.854834,2010,15,1,Acambay
2637.51192913,2014,20,388,Santa Inés del Monte
20076.576763,2024,21,111,Pantepec
20009.8939695,2021,14,109,Unión de San Antonio
536850.17194,2012,9,15,Cuauhtémoc
55348.635709,2025,18,12,San Blas
1951.0454755,2022,20,81,San Agustín Atenango
52027.846158,2027,7,74,Reforma
5412.5143022,2027,20,326,San Pedro Sochiápam
15560.9813548,2011,30,60,Chinampa de Gorostiza
2662.9304435,2025,20,333,San Pedro Totolápam
1217.48420025,2016,20,80,San Agustín Amatengo
37921.961574,2029,30,144,Sayula de Alemán
863.69173144,2028,20,322,San Pedro Ocopetatillo
1927.5548586,2029,20,368,Santa Catarina Minas
1952.8303939,2017,28,10,Cruillas
12312.5156393,2015,21,152,Soltepec
20968.823487,2019,30,49,Cotaxtla
5440.1809547,2016,26,51,Rosario
90753.051945,2020,11,1,Abasolo
43317.6740476,2016,20,413,Santa María Huatulco
2564.9359776,2012,20,486,Villa Tejúpam de la Unión
7138.834306,2010,14,90,Tenamaxtlán
3096.3793319,2013,20,19,Concepción Pápalo
68797.265251,2030,31,59,Progreso
3815.2146075,2023,20,244,San Martín Toxpalan
9998.0337735,2017,21,39,Cuautempan
83764.479412,2022,29,25,San Pablo del Monte
19312.368937,2022,14,114,Villa Corona
398.21658744,2024,20,172,San Juan Achiutla
269519.793062,2012,11,27,Salamanca
7489.5502877,2022,31,75,Teabo
3883.7148463,2019,21,81,Ixcamilpa de Guerrero
2086.68581258,2028,20,297,San Pablo Tijaltepec
146958.137981,2017,32,56,Zacatecas
172459.051769,2030,10,12,Lerdo
661.09992612,2025,20,246,San Mateo Cajonos
20011.8144027,2011,21,134,San Matías Tlalancaleca
6374.6373647,2027,8,18,Cusihuiriachi
689659.00509,2020,14,98,Tlaquepaque
42961.4396106,2022,7,26,Chenalhó
3547.8720533,2014,26,49,Quiriego
70689.532794,2023,8,50,Nuevo Casas Grandes
156786.437109,2012,5,25,Piedras Negras
16721.8651009,2021,32,44,Tabasco
4827.8628133,2030,20,462,Santiago Huajolotitlán
14971.472033,2029,12,14,Benito Juárez
49802.331761,2011,15,18,Calimaya
147919.470736,2022,25,18,Navolato
66737.865178,2019,30,109,Misantla
1171.91266251,2027,20,32,Fresnillo de Trujano
52910.618818,2010,21,4,Acatzingo
7143.5429041,2025,21,193,Tzicatlacoyan
13011.1932978,2023,13,65,Tetepango
1042.09110291,2030,21,131,San Juan Atzompa
34355.391534,2017,26,36,Magdalena
15667.644586,2018,26,72,San Ignacio Río Muerto
6645.7172705,2013,20,70,Pinotepa de Don Luis
15154.3092067,2019,24,39,Tampamolón Corona
38603.6434054,2022,10,14,Mezquital
556838.00235,2010,30,193,Veracruz
405.66302968,2014,20,119,San Bartolomé Yucuañe
64397.386373,2013,15,11,Atenco
741.92800643,2018,26,54,San Javier
44625.477833,2024,14,16,Ayotlán
22407.1009478,2014,20,68,Ocotlán de Morelos
367106.43125,2024,9,16,Miguel Hidalgo
228168.920656,2018,7,59,Ocosingo
39258.35267,2025,14,108,Tuxpan
394992.23386,2017,9,14,Benito Juárez
46695.497148,2020,29,34,Tlaxco
9300.3929699,2020,20,348,San Sebastián Tecomaxtlahuaca
37752.535279,2023,14,78,San Miguel el Alto
9566.7421089,2013,15,78,Santo Tomás
14745.4651568,2022,20,468,Santiago Jocotepec
1062.68861856,2010,20,283,San Miguel Tequixtepec
6520.0154729,2014,30,7,Camarón de Tejeda
60891.377715,2019,28,35,San Fernando
1823.4303487,2029,26,57,San Pedro de la Cueva
4635.6253029,2015,28,5,Burgos
36873.473285,2021,30,142,San Juan Evangelista
5441.1620607,2020,28,14,Guerrero
10990.2821561,2024,15,78,Santo Tomás
1552.95783582,2022,20,429,Santa María Sola
2160.46937191,2012,5,12,Guerrero
52348.805779,2016,14,66,Poncitlán
39164.180048,2020,13,81,Zacualtipán de Ángeles
112295.243772,2024,23,1,Cozumel
21392.4584502,2019,12,30,Florencio Villarreal
57777.931572,2027,11,19,Jerécuaro
48958.535187,2021,7,41,La Independencia
10039.5003955,2016,17,32,Zacualpan
376995.44832,2020,7,89,Tapachula
27419.30727,2026,16,113,José Sixto Verduzco
74511.408635,2012,20,39,Heroica Ciudad de Huajuapan de León
580486.911434,2018,14,97,Tlajomulco de Zúñiga
26453.6041958,2021,21,50,Chichiquila
29757.163613,2020,32,34,Nochistlán de Mejía
17594.2626488,2028,16,99,Tuzantla
29168.7970273,2015,21,106,Ocoyucan
20153.0135733,2021,29,48,La Magdalena Tlaltelulco
31771.5078704,2014,29,31,Tetla de la Solidaridad
103349.352978,2028,15,108,Tultepec
51917.718566,2014,1,7,Rincón de Romos
1072.19415603,2016,20,142,San Francisco Huehuetlán
17501.788649,2011,7,1,Acacoyagua
62054.892437,2026,30,45,Cosamaloapan de Carpio
84.013786274,2026,20,47,Santa Magdalena Jicotlán
6101.3665818,2026,29,54,San Lorenzo Axocomanitla
10122.629297,2023,24,26,San Antonio
731759.96549,2020,15,104,Tlalnepantla de Baz
292559.95927,2027,11,27,Salamanca
1529.8975642,2013,20,179,San Juan Bautista Jayacatlán
13348.9432761,2013,12,60,Tetipac
38873.919178,2030,6,1,Armería
2464.835302,2024,26,40,Nácori Chico
85592.56502,2014,16,50,Maravatío
11093.5744466,2019,12,72,Zapotitlán Tablas
479.23881316,2011,20,99,San Andrés Tepetlapa
24696.1907758,2020,12,74,Zitlala
51611.565305,2017,15,103,Tlalmanalco
3143.4886305,2020,8,22,Dr. Belisario Domínguez
15737.7576751,2018,30,24,Tlaltetela
3349.9925632,2029,26,60,Sáric
21608.4667826,2017,7,47,Jitotol
28539.170651,2027,3,9,Loreto
21758.4137961,2028,16,80,Senguio
10597.4504887,2028,14,42,Huejuquilla el Alto
1193.27009187,2017,20,195,San Juan Diuxi
23140.5825057,2017,16,22,Charo
8966.6443748,2026,24,2,Alaquines
35247.218085,2013,10,4,Cuencamé
4602.8673917,2016,24,9,Cerro de San Pedro
1820.0652827,2022,20,340,San Pedro y San Pablo Tequixtepec
28083.411209,2018,15,8,Amatepec
5796.6262935,2012,8,18,Cusihuiriachi
53003.710979,2022,23,10,Bacalar
10998.1665007,2024,26,4,Altar
4003.4633505,2026,20,366,Santa Catarina Loxicha
1261.00456044,2019,21,56,Chila de la Sal
11981.972313,2023,13,32,Jaltocán
199718.029625,2013,27,5,Comalcalco
1937105.4613,2024,15,33,Ecatepec de Morelos
2218.3832334,2026,19,50,Vallecillo
615682.38208,2029,15,13,Atizapán de Zaragoza
1393.90052846,2023,20,529,Santos Reyes Yucuná
17978.9340222,2012,30,129,Platón Sánchez
24554.404935,2027,30,51,Coyutla
13836.8096832,2030,7,67,Pantepec
17538.2470365,2028,29,30,Terrenate
1368.4302607,2025,26,61,Soyopa
2426.71974512,2011,20,117,San Bartolomé Loxicha
12614.956176,2012,15,55,Mexicaltzingo
39038.539615,2018,12,34,Huitzuco de los Figueroa
337.18345895,2028,20,503,Santiago Zoochila
34974.386539,2019,24,53,Axtla de Terrazas
29739.90554,2028,30,25,Ayahualulco
1735.2126381,2012,20,400,Santa María Camotlán
7778.7432836,2026,20,300,San Pedro Amuzgos
7841.9568719,2015,20,426,Santa María Peñoles
2912.0451078,2012,20,495,Santiago Xanica
15962.608519,2014,1,4,Cosío
5115.3793427,2011,7,29,Chicoasén
1731.1745742,2011,31,71,Sudzal
5171.6492817,2026,20,269,San Miguel el Grande
13919.4712594,2023,21,213,Zihuateutla
10302.7151693,2021,20,188,San Juan Colorado
27276.23934,2024,21,83,Ixtacamaxtitlán
7557.2568186,2011,31,57,Panabá
1256.3511271,2027,20,49,Magdalena Ocotlán
11414.9206862,2025,13,64,Tepetitlán
11503.7880401,2030,31,67,Seyé
753.44848783,2011,20,542,Taniche
109750.590286,2018,27,3,Centla
307964.065387,2021,15,70,La Paz
26739.725179,2030,10,36,Tlahualilo
27107.481928,2020,30,66,Espinal
210.83670732,2022,20,479,Santiago Nejapilla
6697.2241696,2025,20,517,Santo Domingo Tepuxtepec
39679.162584,2020,12,3,Ajuchitlán del Progreso
3256.5431134,2024,20,17,La Compañía
25722.065,2013,21,83,Ixtacamaxtitlán
2966.7460351,2025,31,28,Dzilam de Bravo
17782.061072,2028,14,5,Amatitán
34910.683192,2011,15,32,Donato Guerra
13265.5941176,2011,5,7,Cuatro Ciénegas
15691.1710835,2010,19,7,Aramberri
38396.745321,2022,8,62,Saucillo
1046.06302353,2021,20,335,San Pedro Yaneri
1196.17498608,2014,20,49,Magdalena Ocotlán
7484.5955011,2018,31,44,Kinchil
272.23169009,2025,20,521,Santo Domingo Tonaltepec
82221.657987,2019,14,83,Tala
11945.8337492,2016,12,49,Pilcaya
21515.109493,2024,13,6,Alfajayucan
19056.9096465,2010,12,78,Cochoapa el Grande
1218.17959222,2027,20,257,San Melchor Betaza
8893.0435102,2015,20,513,Santo Domingo Petapa
1273.1612006,2015,20,128,San Cristóbal Lachirioag
30097.2099456,2014,21,179,Tlachichuca
34040.094447,2011,25,7,Choix
1292.9087551,2016,21,198,Xicotlán
2827.8072858,2021,20,193,San Juan del Estado
32763.661651,2026,12,41,Malinaltepec
70677.134068,2020,21,74,Huejotzingo
12042.5195188,2023,20,136,San Felipe Usila
16980.8697836,2011,25,5,Cosalá
27234.134947,2012,14,77,San Martín Hidalgo
4827.7941589,2030,20,15,Coatecas Altas
27310.620469,2015,14,24,Cocula
11993.3868633,2023,15,34,Ecatzingo
2988.7567101,2013,5,8,Escobedo
14169.7220821,2014,16,87,Taretan
41984.140154,2030,11,18,Jaral del Progreso
4355.0081282,2021,8,24,Santa Isabel
45340.792513,2019,30,201,Zongolica
7232.8369396,2029,5,37,Villa Unión
854.21818474,2030,20,296,San Pablo Macuiltianguis
73099.741394,2023,14,18,La Barca
8442.5535292,2025,28,6,Bustamante
1242.30933192,2014,20,328,San Pedro Taviche
5032.3479736,2030,21,113,Piaxtla
54114.590033,2025,30,32,Catemaco
17622.906577,2030,24,23,Rayón
14865.6197812,2023,10,24,Rodeo
5966.9771421,2018,30,153,Tancoco
131275.346234,2027,21,119,San Andrés Cholula
1074.29560248,2015,20,514,Santo Domingo Roayaga
38647.865716,2024,13,52,San Agustín Tlaxiaca
657911.98914,2020,19,6,Apodaca
32259.0211598,2014,24,25,Salinas
28527.398888,2018,30,206,Nanchital de Lázaro Cárdenas del Río
580007.11224,2014,15,109,Tultitlán
5765.2674337,2017,21,79,Huitziltepec
50408.336927,2017,20,318,San Pedro Mixtepec A
1985.9326117,2023,20,356,Santa Ana del Valle
25949.8480071,2019,20,85,San Agustín Loxicha
3847.4619448,2016,21,139,San Pablo Anicano
10274.4863654,2012,13,64,Tepetitlán
5979.5834639,2024,30,195,Xoxocotla
16227.0467172,2014,16,63,Panindícuaro
7233.0987922,2028,21,203,Xochitlán Todos Santos
13846.2081252,2027,13,66,Villa de Tezontepec
110301.653859,2025,25,10,El Fuerte
958.05957854,2021,20,458,Santiago Comaltepec
19053.1167002,2016,30,157,Castillo de Teayo
59283.426333,2017,27,1,Balancán
19573.582757,2012,21,48,Chiautzingo
53495.126137,2017,17,24,Tlaltizapán
37835.842169,2017,30,92,Xico
18968.5768531,2023,30,31,Carrillo Puerto
12083.1284231,2030,10,21,Peñón Blanco
3246.55503886,2011,20,211,San Juan Ozolotepec
3189.4270814,2023,19,1,Abasolo
9386.4949689,2025,20,26,Chalcatongo de Hidalgo
21100.876054,2022,14,45,Ixtlahuacán del Río
132.338615562,2021,20,488,Santiago Tepetlapa
15990.2255375,2012,15,117,Zacualpan
91816.218592,2017,23,2,Felipe Carrillo Puerto
3223.212564,2012,14,71,San Cristóbal de la Barranca
22273.548063,2012,12,67,Tlapehuala
4210.4972801,2014,30,179,Tlacotepec de Mejía
44486.523401,2020,30,130,Playa Vicente
5498.4479672,2023,30,5,Acula
2625.0811292,2025,20,33,Guadalupe Etla
731902.32536,2020,5,35,Torreón
6498.3861952,2026,12,9,Atlamajalcingo del Monte
2983.8475233,2022,26,1,Aconchi
1303.10339094,2020,20,11,Calihualá
7253.7193688,2017,29,59,Santa Cruz Quilehtla
511.63003042,2015,20,552,Tlacotepec Plumas
2458.2976205,2014,20,280,Villa Talea de Castro
9578.7942588,2010,17,14,Mazatepec
957.42648561,2010,21,24,Axutla
4738.1475402,2015,20,434,Santa María Teopoxco
17413.0901471,2017,30,122,Pajapan
9168.4125016,2025,14,14,Atoyac
8785.3098317,2011,8,46,Morelos
24346.5731249,2021,7,5,Amatán
3060.23589158,2016,29,47,Lázaro Cárdenas
604997.42536,2027,2,1,Ensenada
20888.0806432,2029,17,16,Ocuituco
44295.572688,2015,24,16,Ebano
4168.0334654,2010,8,39,López
162932.178565,2014,30,124,Papantla
3697.2984767,2020,16,7,Aporo
141370.850938,2026,13,28,Huejutla de Reyes
496.95653911,2024,20,464,Santiago Ihuitlán Plumas
179916.643386,2020,18,20,Bahía de Banderas
4783.8269976,2010,26,38,Moctezuma
15784.8054329,2010,15,102,Timilpan
2084.2274042,2016,31,88,Teya
7814.2354292,2023,20,208,San Juan Mixtepec A
20927.290668,2012,16,16,Coeneo
31490.1203,2016,15,56,Morelos
14542.0501313,2030,13,31,Jacala de Ledezma
2163.78742877,2011,20,167,San José del Peñasco
12077.1441149,2015,21,157,Tehuitzingo
4130.0987451,2029,21,171,Tepeyahualco de Cuauhtémoc
35307.803906,2030,32,49,Valparaíso
12146.6252295,2022,10,6,General Simón Bolívar
3593.940173,2030,20,203,San Juan Lachigalla
51262.079674,2025,20,59,Miahuatlán de Porfirio Díaz
23188.305538,2019,30,134,Puente Nacional
98940.29908,2013,15,88,Tenancingo
22774.8840061,2011,13,50,Progreso de Obregón
89013.416388,2023,25,15,Salvador Alvarado
4455.7109781,2027,32,33,Moyahua de Estrada
5841.718994,2015,31,95,Tixpéhual
12611.6324401,2013,32,23,Juchipila
15043.2573968,2023,12,18,Copala
170606.657162,2027,11,14,Dolores Hidalgo Cuna de la Independencia Nacional
6488.5623645,2026,31,95,Tixpéhual
9695.0834562,2021,14,7,San Juanito de Escobedo
104359.384028,2023,17,8,Emiliano Zapata
66180.802839,2016,21,10,Ajalpan
538.1779166,2012,20,423,Santa María Nduayaco
3963.7482399,2010,20,84,San Agustín Etla
24429.1087911,2029,21,90,Juan C. Bonilla
17042.1687373,2022,28,17,Jaumave
48014.535051,2030,32,5,Calera
