pob,año,id_ent,id_mun,mun
1997.1226,2022,20,297,San Pablo Tijaltepec
934.02509432,2010,20,389,Santa Inés Yatzeche
19088.3685617,2024,21,163,Tepatlaxco de Hidalgo
71690.033969,2013,32,38,Pinos
4040.946134,2027,19,30,Iturbide
14962.5004884,2016,20,5,Asunción Ixtaltepec
30605.273324,2030,7,8,Angel Albino Corzo
1253.49638365,2030,20,528,Santos Reyes Tepejillo
22284.1977002,2017,32,22,Juan Aldama
874.71249568,2028,20,282,San Miguel Tenango
55810.583584,2012,24,21,Mexquitic de Carmona
10631.1136939,2020,24,27,San Ciro de Acosta
9051.2193133,2014,21,73,Huehuetlán el Chico
17913.0688238,2021,29,38,Tzompantepec
64693.769666,2019,11,41,Uriangato
36184.943954,2017,16,45,Jiquilpan
11689.3483927,2026,14,20,Cabo Corrientes
3528.2641153,2026,20,472,Santiago Laollaga
10967.0171759,2010,14,92,Teocuitatlán de Corona
290604.04613,2024,13,48,Pachuca de Soto
7572.1343889,2025,21,168,Tepexco
88286.671781,2011,15,45,Jilotepec
5444.3102411,2026,20,550,San Jerónimo Tlacochahuaya
195478.437526,2019,16,52,Lázaro Cárdenas
9938.5114744,2012,14,49,Jilotlán de los Dolores
54041.13244,2020,32,24,Loreto
30575.633518,2023,15,80,Sultepec
19957.0694885,2015,14,116,Villa Hidalgo
6480.387113,2030,19,20,Gral. Bravo
982.30658308,2010,20,432,Santa María Temaxcalapa
28441.7440701,2021,7,75,Las Rosas
7173.4358265,2010,8,34,Ignacio Zaragoza
131913.507855,2028,1,5,Jesús María
421.41737076,2018,20,172,San Juan Achiutla
3086.1433771,2022,26,60,Sáric
23221.425377,2011,30,208,Carlos A. Carrillo
16596.6714072,2017,21,44,Cuyoaco
82.904918141,2028,20,47,Santa Magdalena Jicotlán
41079.107243,2028,7,37,Huehuetán
58344.800621,2029,11,19,Jerécuaro
33345.145589,2029,27,11,Jonuta
391.18218906,2028,20,442,Santa María Yalina
1262.07004167,2014,26,8,Bacadéhuachi
622.62672674,2021,20,62,Natividad
16691.078862,2025,31,98,Tzucacab
26713.3601498,2012,16,68,Peribán
42942.39513,2010,13,8,Apan
11455.628344,2010,30,197,Yecuatla
3998.6787769,2025,21,81,Ixcamilpa de Guerrero
832.92944739,2026,21,30,Coatepec
11341.8182578,2028,21,38,Cuapiaxtla de Madero
8101.1531801,2021,7,36,La Grandeza
542609.0393,2018,28,22,Matamoros
10644.7609571,2021,8,30,Guazapares
17211.1710625,2028,7,104,Tzimol
2073.4501556,2017,20,343,San Sebastián Abasolo
21265.5462506,2028,13,82,Zapotlán de Juárez
9611.2754278,2024,8,51,Ocampo
43437.116708,2015,5,32,San Juan de Sabinas
52920.533965,2019,24,50,Villa de Reyes
6480.9198733,2011,5,21,Nadadores
1539917.11144,2019,14,39,Guadalajara
41636.880315,2026,20,565,Villa de Zaachila
2488.4320633,2021,31,86,Tepakán
660.53174548,2019,20,246,San Mateo Cajonos
18064.9467352,2022,20,526,Santos Reyes Nopala
380020.33215,2023,9,14,Benito Juárez
8796.7760488,2021,7,10,Bejucal de Ocampo
7142.7633175,2022,21,20,Atoyatempan
3977.7825319,2020,20,306,San Pedro el Alto
13576.405815,2020,14,17,Ayutla
104997.089328,2024,21,174,Teziutlán
90516.549696,2028,29,25,San Pablo del Monte
2085.64776073,2029,20,438,Santa María Tlalixtac
1913.552622,2023,20,368,Santa Catarina Minas
5816.9477476,2019,30,156,Tatatila
63286.903025,2028,30,47,Coscomatepec
18086.4509037,2016,32,57,Trancoso
27538.747474,2012,22,2,Pinal de Amoles
51070.228663,2013,10,23,Pueblo Nuevo
110357.579675,2029,14,63,Ocotlán
850.06772589,2022,20,322,San Pedro Ocopetatillo
37567.11018,2026,21,51,Chietla
6223.2744631,2014,21,192,Tuzamapan de Galeana
34351.1744755,2016,13,13,Atotonilco de Tula
1277.1082763,2015,21,32,Cohetzala
3911.936604,2016,31,100,Ucú
16725.3555246,2015,28,15,Gustavo Díaz Ordaz
2589.8691893,2022,20,496,Santiago Xiacuí
4562.8455029,2015,14,106,Tuxcacuesco
80067.117708,2010,17,4,Ayala
19575.6573741,2016,12,20,Copanatoyac
4410.719907,2020,14,117,Cañadas de Obregón
1745.43334373,2010,20,175,San Juan Bautista Atatlahuca
37387.25605,2010,30,181,Tlalixcoyan
7863.9725028,2011,21,93,Lafragua
97792.629107,2015,29,33,Tlaxcala
53712.985416,2022,29,6,Calpulalpan
21396.5888511,2019,15,94,Tepetlixpa
2170.7820675,2016,20,353,Santa Ana
11384.4693595,2012,20,166,San José Chiltepec
12578.7393991,2021,5,11,General Cepeda
13053.141314,2019,12,15,Buenavista de Cuéllar
919.58605669,2029,20,440,Santa María Totolapilla
3161.017143,2017,20,567,Zapotitlán Lagunas
24780.5847421,2027,1,9,Tepezalá
26108.1074424,2023,16,8,Aquila
53037.42956,2025,10,32,Santiago Papasquiaro
32857.756565,2010,30,126,Paso de Ovejas
3904.34198985,2021,7,119,Santiago el Pinar
8675.4421643,2015,21,128,San José Chiapa
3175.6523874,2027,20,88,San Andrés Cabecera Nueva
64886.390571,2013,5,28,Sabinas
22534.9887373,2021,30,22,Atzacan
23159.7099176,2020,21,153,Tecali de Herrera
42359.870142,2017,15,23,Coyotepec
59685.411599,2010,30,105,Medellín
12514.768222,2016,18,5,Huajicori
8578.2016413,2017,7,84,Solosuchiapa
32571.693018,2028,25,3,Badiraguato
11768.4099371,2013,18,3,Amatlán de Cañas
390.26962029,2020,20,332,San Pedro Topiltepec
16880.880267,2026,24,38,Tampacán
59976.998041,2027,17,30,Yecapixtla
4493.0809685,2017,15,116,Zacazonapan
2116.7500192,2030,31,65,San Felipe
13834.5185004,2014,30,203,Zozocolco de Hidalgo
91525.645005,2015,11,11,Cortazar
10663.7506111,2021,20,242,San Martín Peras
1222.0527573,2019,19,23,Gral. Treviño
10871.7666835,2026,20,83,San Agustín de las Juntas
4160.8747453,2011,14,12,Atenguillo
7498.3176055,2017,20,64,Nejapa de Madero
7837.6133822,2024,20,234,San Lucas Zoquiápam
2466.13080209,2011,20,240,San Martín Itunyoso
1898.4760353,2028,21,196,Xayacatlán de Bravo
96329.497128,2011,30,174,Tierra Blanca
15392.1662593,2023,12,17,Cocula
1332.4977129,2016,20,564,Yutanduchi de Guerrero
7267.5038058,2023,30,162,Tenampa
300.46334589,2021,20,267,San Miguel del Río
5405.1095577,2013,20,539,Soledad Etla
10199.3834447,2028,16,60,Numarán
1950.21176141,2018,30,18,Aquila
3086.45631451,2021,20,146,San Francisco Logueche
88598.524355,2012,21,41,Cuautlancingo
2558.1208126,2030,21,97,Mixtla
37749.152894,2011,16,25,Chilchota
1501410.67666,2021,8,37,Juárez
4666.7503927,2020,8,16,La Cruz
169514.595224,2022,27,12,Macuspana
30544.216504,2021,30,91,Jesús Carranza
37184.495236,2010,20,278,San Miguel Soyaltepec
30263.4490167,2017,29,41,Papalotla de Xicohténcatl
7159.0651588,2010,21,150,Huehuetlán el Grande
1461.686884,2013,20,270,San Miguel Huautla
58142.935595,2017,30,133,Pueblo Viejo
24341.3962602,2011,18,11,Ruíz
10725.312276,2028,16,74,Cojumatlán de Régules
22097.0044975,2014,7,21,Copainalá
156779.348631,2014,15,51,Lerma
21538.9580265,2030,16,24,Cherán
2939.1415641,2011,21,5,Acteopan
3419.0632024,2011,19,16,Dr. González
15792.3415649,2026,13,75,Tolcayuca
1480.4207422,2023,20,183,San Juan Bautista Tlachichilco
34790.463716,2028,7,68,Pichucalco
15006.0704764,2021,16,100,Tzintzuntzan
43941.140189,2022,13,84,Zimapán
317223.659754,2016,3,8,Los Cabos
2104.4622467,2021,19,27,Los Herreras
5047.5723505,2025,31,99,Uayma
243186.02268,2028,17,11,Jiutepec
128972.417018,2030,8,32,Hidalgo del Parral
216309.236269,2010,28,3,Altamira
78398.379649,2024,29,10,Chiautempan
278889.201356,2010,21,156,Tehuacán
27918.9899423,2012,7,54,Mazatán
1942.65411416,2025,5,15,Juárez
31467.607249,2025,30,211,San Rafael
8209.8657,2014,16,39,Huiramba
7332.3157327,2015,31,7,Cacalchén
623577.01351,2013,10,5,Durango
96051.943188,2021,27,14,Paraíso
28388.675844,2024,16,73,Quiroga
29909.8605309,2010,16,83,Tancítaro
56757.808154,2025,30,11,Alvarado
11055.8086731,2025,26,27,Fronteras
98259.003667,2014,20,43,Heroica Ciudad de Juchitán de Zaragoza
1687.14796359,2012,5,15,Juárez
22353.2391778,2012,7,86,Suchiapa
1573.7184109,2023,20,508,Santo Domingo Chihuitán
192715.910546,2017,16,52,Lázaro Cárdenas
49367.998234,2021,17,20,Tepoztlán
26902.9250997,2015,7,76,Sabanilla
2291.4028934,2015,14,28,Cuautla
2442.4063934,2029,20,219,San Juan Teitipac
86225.196923,2010,29,13,Huamantla
30506.420389,2020,28,39,Tula
27258.414771,2021,14,43,La Huerta
85721.274625,2021,18,4,Compostela
46428.621897,2026,31,89,Ticul
4850.4048909,2017,10,3,Coneto de Comonfort
127964.920789,2018,7,52,Las Margaritas
5623.2107752,2015,32,47,Teúl de González Ortega
93975.33841,2027,11,1,Abasolo
902.71165559,2024,20,96,San Andrés Sinaxtla
27314.861982,2024,30,34,Cerro Azul
40444.393175,2017,18,1,Acaponeta
15902.3727312,2010,17,10,Jantetelco
5278.8114564,2021,31,73,Tahdziú
55197.046618,2016,30,58,Chicontepec
5551.0404602,2021,20,153,San Gabriel Mixtepec
11371.487261,2016,13,72,Tlanalapa
1918.31827254,2027,20,548,Tepelmeme Villa de Morelos
1295.4679596,2025,26,34,Huépac
14382.2524626,2018,30,167,Tepetzintla
21775.1626012,2027,21,35,Coxcatlán
20604.9360069,2026,12,43,Metlatónoc
1821.21704874,2020,20,504,Nuevo Zoquiápam
28712.5414022,2021,21,118,Los Reyes de Juárez
6301.4004451,2030,12,31,General Canuto A. Neri
17292.8513238,2026,24,18,Huehuetlán
1836.6132553,2014,20,548,Tepelmeme Villa de Morelos
15671.906221,2024,20,21,Cosolapa
6807.8102585,2022,21,126,San Jerónimo Tecuanipan
1573.4756414,2017,30,96,Landero y Coss
189135.024703,2023,24,13,Ciudad Valles
3583.4731784,2015,20,254,San Mateo Río Hondo
635.50984929,2029,21,133,San Martín Totoltepec
12628.1321785,2021,16,95,Tocumbo
97888.098107,2016,19,9,Cadereyta Jiménez
416.38958704,2019,20,54,Magdalena Zahuatlán
156161.418426,2017,10,12,Lerdo
3169.1204027,2015,26,6,Arizpe
275201.944693,2021,12,29,Chilpancingo de los Bravo
9527.5072286,2019,7,18,Coapilla
30678.322555,2030,12,54,San Miguel Totolapan
8301.2673069,2017,14,19,Bolaños
93298.059639,2017,11,5,Apaseo el Grande
2402.7845538,2026,20,161,San Jerónimo Sosola
1206.96941031,2012,26,34,Huépac
15938.1896018,2015,24,18,Huehuetlán
5363.6384405,2022,16,26,Chinicuila
9393.2424744,2012,13,45,Omitlán de Juárez
313812.916326,2023,14,67,Puerto Vallarta
5910.4991039,2018,19,34,Marín
701.11054443,2020,20,320,San Pedro Molinos
53270.158287,2022,18,12,San Blas
3120.3202407,2026,20,113,San Baltazar Loxicha
1284.72322146,2019,21,21,Atzala
1181.00869833,2026,19,40,Parás
1167.44429673,2017,20,402,Santa María Cortijo
71888.807054,2017,5,20,Múzquiz
47915.872096,2019,28,12,González
29211.587015,2013,14,119,Zacoalco de Torres
6747.6331825,2017,21,98,Molcaxac
505.13715891,2010,20,100,San Andrés Yaá
6570.8726227,2021,26,69,Yécora
21955.2914166,2025,21,212,Zautla
48269.262606,2030,30,73,Hueyapan de Ocampo
5340.4436401,2027,20,352,San Simón Zahuatlán
4275.5858347,2012,20,108,San Antonio Huitepec
60120.125779,2017,31,59,Progreso
15560.4152392,2023,12,25,Cuautepec
46631.47116,2022,12,48,Petatlán
65779.579097,2014,32,39,Río Grande
21866.738022,2028,30,49,Cotaxtla
2799.1517964,2011,20,351,San Simón Almolongas
7792.7458078,2025,31,75,Teabo
36936.77584,2010,15,84,Temascalapa
11565.9069472,2010,13,35,Metepec
19211.660525,2015,12,43,Metlatónoc
24286.5200019,2016,29,28,Teolocholco
48704.46289,2020,7,74,Reforma
3349.0594919,2023,30,98,Magdalena
2987.3655192,2019,21,31,Coatzingo
1226.60478639,2025,20,53,Magdalena Tlacotepec
406567.01528,2022,9,17,Venustiano Carranza
41771.0887486,2017,7,111,Zinacantán
14793.523261,2017,30,63,Chontla
39110.8070441,2011,7,80,Siltepec
16624.5507007,2012,21,64,Francisco Z. Mena
2088.3135686,2020,21,9,Ahuehuetitla
91860.023791,2025,15,82,Tejupilco
5122.4735039,2029,28,8,Casas
2059.5202259,2030,28,10,Cruillas
19976.351077,2023,21,111,Pantepec
791.42309924,2020,20,506,Santo Domingo Albarradas
11747.5412375,2026,21,91,Juan Galindo
6213.8073806,2025,16,48,Lagunillas
25425.094688,2025,30,33,Cazones de Herrera
109616.586325,2018,12,55,Taxco de Alarcón
59576.194179,2028,7,69,Pijijiapan
4012.5599338,2014,20,95,San Andrés Paxtlán
10132.0812508,2010,16,23,Chavinda
13012.3471989,2016,12,15,Buenavista de Cuéllar
25292.557087,2024,14,21,Casimiro Castillo
31068.973615,2027,11,12,Cuerámaro
133466.307378,2019,6,9,Tecomán
42729.787294,2014,19,49,Santiago
16183.122875,2021,21,78,Huitzilan de Serdán
15861.158625,2013,19,7,Aramberri
28826.231467,2014,11,12,Cuerámaro
171734.357818,2020,30,141,San Andrés Tuxtla
4461.6056742,2012,24,4,Armadillo de los Infante
2923.14908827,2011,20,495,Santiago Xanica
1668.8696371,2010,20,445,Santa María Yosoyúa
1969.56479027,2012,20,395,Santa María Apazco
64584.328501,2021,13,16,Cuautepec de Hinojosa
9250.2846239,2020,8,51,Ocampo
32247.090062,2027,15,80,Sultepec
7243.5804171,2021,14,122,Zapotitlán de Vadillo
8405.0547873,2012,21,128,San José Chiapa
1032.17347262,2018,20,335,San Pedro Yaneri
4736.0282083,2025,20,15,Coatecas Altas
50695.06542,2014,11,21,Moroleón
5025.0638627,2011,20,494,Santiago Tlazoyaltepec
92306.908562,2016,12,66,Tlapa de Comonfort
19001.2604324,2011,14,36,Etzatlán
13408.2486577,2025,21,22,Atzitzihuacán
26000.128727,2025,10,36,Tlahualilo
6000.2245472,2022,21,79,Huitziltepec
4300.0749146,2018,8,24,Santa Isabel
5826.1017138,2011,29,52,San José Teacalco
35547.6180016,2010,29,18,Contla de Juan Cuamatzi
29581.1912689,2028,20,107,San Antonio de la Cal
8789.5667315,2030,28,6,Bustamante
330707.20732,2027,4,2,Campeche
3116.5001635,2016,20,379,Santa Cruz Nundaco
5798.5535748,2010,29,45,Benito Juárez
18236.0219115,2029,21,44,Cuyoaco
7273.2171016,2022,12,70,Xochihuehuetlán
55778.751724,2024,32,24,Loreto
10932.1920848,2025,31,67,Seyé
79507.189595,2012,21,208,Zacatlán
70056.382475,2019,21,74,Huejotzingo
76623.922155,2016,16,82,Tacámbaro
15855.4911535,2021,31,98,Tzucacab
193955.477553,2010,27,5,Comalcalco
7325.4035751,2021,21,168,Tepexco
14707.8795951,2028,16,91,Ting¦indín
2368.0004243,2025,20,182,San Juan Bautista Tlacoatzintepec
4072.4764948,2015,21,27,Caltepec
2823.4892037,2016,20,152,San Francisco Tlapancingo
7580.2599375,2012,31,57,Panabá
30669.567692,2017,27,11,Jonuta
33408.071381,2029,12,41,Malinaltepec
6428.4375337,2011,21,12,Aljojuca
3110.6441252,2030,31,28,Dzilam de Bravo
35476.4892189,2012,15,32,Donato Guerra
80976.133978,2030,22,1,Amealco de Bonfil
12078.300375,2012,21,22,Atzitzihuacán
19951.7521836,2028,32,57,Trancoso
29113.8609772,2013,7,71,Villa Comaltitlán
2570.90623363,2013,20,189,San Juan Comaltepec
4355.3666788,2017,14,117,Cañadas de Obregón
5863.2810409,2018,20,543,Tataltepec de Valdés
4376.4128549,2028,20,339,San Pedro y San Pablo Teposcolula
2031.5628058,2021,20,349,San Sebastián Teitipac
11682.5770612,2016,20,136,San Felipe Usila
10634.8488631,2025,16,74,Cojumatlán de Régules
1514077.27154,2014,11,20,León
810.46464421,2019,20,276,San Miguel Santa Flor
1590431.10543,2012,21,114,Puebla
19316.6193204,2011,21,48,Chiautzingo
29456.993367,2027,30,25,Ayahualulco
3888.4633516,2023,19,30,Iturbide
13993.2531084,2013,16,72,Queréndaro
1337.56078047,2015,20,132,San Dionisio Ocotlán
15503.4025452,2016,7,104,Tzimol
97886.921816,2014,24,20,Matehuala
2263.3002487,2029,19,50,Vallecillo
17741.4290986,2018,13,55,Santiago de Anaya
5505.4402594,2017,20,66,Santiago Niltepec
5019.4680619,2023,20,87,San Agustín Yatareni
12328.9865317,2011,15,55,Mexicaltzingo
17337.314436,2027,29,30,Terrenate
5702.8103183,2015,20,546,Teotitlán del Valle
3036.8328232,2017,13,20,Eloxochitlán
925.74317553,2024,20,440,Santa María Totolapilla
821.27100543,2022,21,30,Coatepec
116872.749191,2027,11,2,Acámbaro
628.03710568,2030,20,463,Santiago Huauclilla
45722.862451,2020,30,201,Zongolica
13159.8226075,2016,21,213,Zihuateutla
16850.2157606,2012,25,5,Cosalá
13149.9306608,2023,20,312,San Pedro Jicayán
112949.909557,2030,25,10,El Fuerte
33169.435388,2016,20,469,Santiago Juxtlahuaca
68103.889938,2018,26,26,Etchojoa
32122.873074,2024,7,71,Villa Comaltitlán
13939.4409333,2024,14,17,Ayutla
10734.1243934,2016,15,34,Ecatzingo
5660.5782145,2030,21,14,Amixtlán
3837.4283021,2013,31,12,Cenotillo
4171.5874148,2020,20,453,Santiago Astata
3822.6232633,2023,26,49,Quiriego
11282.6981136,2030,20,338,Villa de Etla
12036.2223727,2025,20,377,Santa Cruz Itundujia
4528.6115016,2011,28,8,Casas
7073.5225852,2025,21,203,Xochitlán Todos Santos
10785.3641379,2021,30,36,Coacoatzintla
12251.931281,2021,12,69,Xalpatláhuac
51604.953355,2016,21,115,Quecholac
7633.3913319,2021,20,498,Santiago Yaveo
2324.6678919,2017,20,112,San Baltazar Chichicápam
3637.5140184,2012,20,156,San Ildefonso Villa Alta
35824.923363,2028,4,5,Hecelchakán
1703.56184876,2021,26,10,Bacerac
13070.4625899,2010,15,72,Rayón
3782.0437182,2026,20,169,San José Independencia
591111.60263,2024,15,13,Atizapán de Zaragoza
147447.738181,2029,7,31,Chilón
1136.1387059,2015,20,451,Santiago Apoala
3898.3576414,2029,20,285,San Miguel Tlacamama
1961.0351852,2020,26,67,Villa Hidalgo
14846.6572976,2028,13,35,Metepec
11611.7085264,2023,16,11,Briseñas
14606.3657801,2015,29,2,Apetatitlán de Antonio Carvajal
90494.741059,2023,20,79,Salina Cruz
930669.17435,2020,26,30,Hermosillo
6792.2364642,2015,31,75,Teabo
8838.7853564,2030,21,46,Chapulco
23640.1200236,2027,21,189,Tochtepec
3973.2305329,2021,20,360,Santa Ana Zegache
40741.585719,2025,13,23,Francisco I. Madero
10294.3869672,2021,13,71,Tlahuiltepa
61335.191187,2017,4,9,Escárcega
3931.5726591,2020,31,74,Tahmek
43861.985918,2011,13,41,Mixquiahuala de Juárez
1537.52741083,2016,20,34,Guadalupe de Ramírez
11650.7811073,2013,20,25,Chahuites
15053.5523706,2014,20,21,Cosolapa
2418.022697,2025,14,28,Cuautla
3360.0901683,2025,26,6,Arizpe
467936.65018,2024,19,21,Gral. Escobedo
7802.3695006,2016,20,31,Tamazulápam del Espíritu Santo
3209.1731952,2013,31,51,Mocochá
2646.03699046,2010,20,433,Santa María Temaxcaltepec
2831.47625536,2011,20,212,San Juan Petlapa
87047.760351,2013,11,1,Abasolo
33719.3730648,2024,19,41,Pesquería
39744.080443,2022,31,52,Motul
9073.4286707,2020,16,101,Tzitzio
15292.8136466,2017,20,248,San Mateo del Mar
4508.6804635,2011,30,106,Miahuatlán
2411.5724092,2017,20,264,San Miguel Chicahua
20542.210814,2020,24,5,Cárdenas
21374.0895259,2014,7,66,Pantelhó
107878.410319,2019,30,102,Martínez de la Torre
3577.1355715,2028,20,474,Santiago Llano Grande
1196.15118224,2024,21,165,Tepemaxalco
628.38207561,2022,20,209,San Juan Mixtepec B
5238.1212341,2030,30,106,Miahuatlán
28468.913409,2029,26,12,Bácum
136639.196842,2022,21,140,San Pedro Cholula
46848.215352,2029,7,80,Siltepec
14502.6848211,2024,32,53,Villa González Ortega
15901.3829059,2017,8,8,Batopilas
26298.387362,2025,12,39,Juan R. Escudero
4025.548533,2024,31,30,Dzitás
64871.454781,2029,12,11,Atoyac de Álvarez
23206.0226216,2028,14,61,Mezquitic
1211.89024849,2018,20,289,San Nicolás
3657.0767874,2028,21,7,Ahuatlán
26403.329452,2028,14,105,Tototlán
71893.000465,2025,22,5,Colón
184667.541459,2021,15,24,Cuautitlán
1277.46281337,2018,21,52,Chigmecatitlán
6934.2791614,2023,30,56,Chiconamel
1520.947381,2026,32,15,El Plateado de Joaquín Amaro
4004.9263218,2011,20,305,San Pedro Comitancillo
39111.853397,2012,31,89,Ticul
31701.867905,2023,15,52,Malinalco
4381.5693618,2028,20,170,San José Lachiguiri
4477.9218814,2029,20,116,San Bartolomé Ayautla
289035.597074,2016,19,48,Santa Catarina
19726.8808231,2012,31,33,Halachó
12933.8548841,2022,21,152,Soltepec
45767.134177,2016,14,50,Jocotepec
204476.483775,2021,15,29,Chicoloapan
70404.488578,2019,15,1,Acambay
19903.1204369,2010,30,49,Cotaxtla
4126.6372393,2012,21,123,San Felipe Tepatlán
20313.2898843,2015,21,212,Zautla
14624.0992868,2017,16,46,Juárez
2057.77788542,2024,8,41,Maguarichi
253222.72633,2011,27,2,Cárdenas
123196.068989,2013,15,35,Huehuetoca
14448.7441914,2020,20,327,San Pedro Tapanatepec
66394.819514,2020,21,53,Chignahuapan
3599.07158438,2024,20,213,San Juan Quiahije
661.5598949,2013,20,114,San Baltazar Yatzachi el Bajo
57327.000026,2029,30,11,Alvarado
25388.7483921,2019,16,8,Aquila
122065.568033,2021,8,32,Hidalgo del Parral
50101.946767,2018,10,32,Santiago Papasquiaro
8496.5902961,2013,21,128,San José Chiapa
403.46957477,2026,20,129,San Cristóbal Suchixtlahuaca
89785.582496,2011,11,11,Cortazar
8691.283372,2013,5,19,Morelos
3429.1122015,2017,20,231,San Lucas Camotlán
3347.74396126,2030,20,146,San Francisco Logueche
234809.426301,2024,17,11,Jiutepec
4523.8109427,2015,20,459,Santiago Chazumba
22299.37203,2020,21,189,Tochtepec
38622.511855,2027,13,13,Atotonilco de Tula
5319.3730016,2029,31,99,Uayma
20462.5068145,2021,16,24,Cherán
16223.2087047,2017,24,38,Tampacán
2081.463831,2027,26,67,Villa Hidalgo
19936.08483,2016,13,11,Atlapexco
10059.1379757,2023,16,60,Numarán
21733.1634561,2017,30,22,Atzacan
11841.4654151,2012,16,36,Huandacareo
46738.556019,2029,13,84,Zimapán
3484.1670081,2010,20,137,San Francisco Cahuacuá
28980.1868941,2030,21,149,Santiago Miahuatlán
55346.108249,2015,21,186,Tlatlauquitepec
35070.3785719,2010,18,9,Del Nayar
28844.649415,2028,16,73,Quiroga
190728.403573,2023,18,20,Bahía de Banderas
30490.4290999,2010,7,4,Altamirano
14895.0591066,2010,16,4,Angamacutiro
26109.898829,2022,12,39,Juan R. Escudero
43409.144472,2021,30,89,Jáltipan
8065.8903036,2010,16,39,Huiramba
90734.475386,2024,20,79,Salina Cruz
217374.233113,2026,15,29,Chicoloapan
1006614.21595,2027,26,30,Hermosillo
2040.34356586,2023,8,41,Maguarichi
6976.7770268,2024,30,56,Chiconamel
3189.14892488,2019,29,47,Lázaro Cárdenas
3021.7562305,2015,21,5,Acteopan
8338.5282464,2010,32,6,Cañitas de Felipe Pescador
7921.9293364,2015,21,93,Lafragua
20428.7317619,2019,14,61,Mezquitic
4216.05228118,2011,31,22,Chikindzonot
2606.940746,2029,20,496,Santiago Xiacuí
70080.941955,2027,21,53,Chignahuapan
65626.798182,2011,22,12,Pedro Escobedo
47291.493296,2027,23,9,Tulum
3623.7260254,2015,28,26,Miquihuana
11280.2329005,2026,30,36,Coacoatzintla
1135.39377568,2024,20,239,San Martín Huamelúlpam
2502.5282001,2026,21,97,Mixtla
1185.53156508,2023,21,165,Tepemaxalco
1348.36862653,2027,20,564,Yutanduchi de Guerrero
7822.1708674,2026,20,498,Santiago Yaveo
4779.4206513,2012,31,9,Cansahcab
157654.716508,2012,26,29,Guaymas
12452.0638638,2013,29,27,Tenancingo
245278.097482,2014,28,3,Altamira
10625.7618421,2026,13,71,Tlahuiltepa
11019.2511264,2016,29,17,Mazatecochco de José María Morelos
53740.512784,2014,8,27,Guachochi
7193.6343546,2022,12,47,Pedro Ascencio Alquisiras
4431.00133628,2030,7,119,Santiago el Pinar
92414.427304,2011,29,33,Tlaxcala
15290.667616,2019,12,17,Cocula
84535.62814,2014,17,4,Ayala
7501.5278725,2018,12,65,Tlalixtaquilla de Maldonado
4250.4521607,2027,20,453,Santiago Astata
14043.8614456,2011,21,63,Esperanza
18441.4546305,2030,8,8,Batopilas
25429.3755432,2012,12,40,Leonardo Bravo
4520.0337006,2016,8,16,La Cruz
10609.4566384,2017,20,338,Villa de Etla
102050.965069,2030,27,14,Paraíso
138295.528148,2010,15,51,Lerma
599.60169079,2024,20,114,San Baltazar Yatzachi el Bajo
2021.17903251,2022,30,18,Aquila
22659.2600145,2027,14,86,Tapalpa
12932.3699432,2020,12,16,Coahuayutla de José María Izazaga
13027.9278496,2017,12,15,Buenavista de Cuéllar
38140.219749,2030,21,51,Chietla
802.308332,2012,20,215,San Juan Sayultepec
460994.40943,2023,19,21,Gral. Escobedo
32097.75586,2024,15,52,Malinalco
7019.859166,2019,30,162,Tenampa
1995.8995301,2025,10,30,San Pedro del Gallo
1899.0225675,2020,26,11,Bacoachi
22025.823345,2029,14,25,Colotlán
24465.687594,2022,5,36,Viesca
4888.2315142,2025,21,88,Jonotla
386.95117473,2013,20,151,San Francisco Teopan
7469.8322724,2028,21,181,Tlaltenango
76280.017312,2023,14,124,Zapotlanejo
12628.7442906,2022,12,6,Apaxtla
35589.818651,2011,19,44,Sabinas Hidalgo
24891.2686882,2024,7,49,Larráinzar
4114.6303602,2026,31,61,Río Lagartos
2171.8992883,2024,20,89,San Andrés Dinicuiti
16548.8902902,2010,30,67,Filomeno Mata
7717.0096393,2022,12,80,Juchitán
22079.1071592,2010,16,22,Charo
18687.9971017,2020,13,58,Tasquillo
16221.000872,2026,24,42,Tanquián de Escobedo
37244.009403,2023,15,26,Chapa de Mota
947.41581455,2021,20,140,San Francisco Chindúa
39913.993429,2030,16,65,Paracho
21230.5319427,2030,17,26,Tlayacapan
593507.82671,2017,30,193,Veracruz
25379.430381,2030,7,21,Copainalá
5096.3998769,2015,28,14,Guerrero
45765.3413066,2011,7,12,Berriozábal
13969.2199345,2026,16,21,Charapan
53632.41562,2015,11,19,Jerécuaro
60096.016141,2030,7,12,Berriozábal
3367.35348225,2018,20,403,Santa María Coyotepec
32126.225375,2028,7,54,Mazatán
25911.9452479,2014,15,50,Juchitepec
83871.793343,2026,30,105,Medellín
19115.5874802,2010,7,47,Jitotol
21102.851999,2015,30,97,Lerdo de Tejada
90.485113317,2014,20,47,Santa Magdalena Jicotlán
4468.9440739,2020,20,459,Santiago Chazumba
24132.384371,2015,5,31,San Buenaventura
45212.07512,2029,15,63,Ocuilan
50176.511842,2014,12,53,San Marcos
593.66744803,2019,26,7,Atil
54605.797636,2027,7,81,Simojovel
6736.719374,2030,21,192,Tuzamapan de Galeana
1323.6430079,2028,26,8,Bacadéhuachi
140085.249257,2013,25,18,Navolato
70280.226929,2017,30,85,Ixtaczoquitlán
3068.08599519,2022,30,107,Las Minas
21341.190742,2024,16,19,Cotija
43648.617256,2015,29,34,Tlaxco
